row_id,county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k
623,98d1c91,e899d7f,66543.0,6720.0,26.16,74.0,30.507,0.8959330383067342,0.05659905084202727,0.02256753238951521,0.0006007328941308396,0.0037245439436112055,0.0,0.020575101623981257,0.0,16.97,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.392,0.08,0.21,0.054,0.361,0.278,0.152,0.1,0.084,0.386,12.628346005964904,6.52,36.03,359,2579.0,2150.0,0.517,0.224,0.173,0.21713147410358566,0.3655378486055777,0.3097609561752988,0.10756972111553785,12.273950935,14.570563811
624,a6c71df,dc9ae72,7053.0,489.0,14.118,-1.0,23.924,0.9357133526923425,0.0023210715111079854,0.032625624227565486,0.002622509369693438,0.002391407011444591,0.0,0.02332124232589452,0.0010047928619515089,3.952,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.542,0.041,0.144,0.075,0.342,0.172,0.1,0.05,0.195,0.261,8.739676722389623,,22.55,236,,3510.0,0.487,0.251,0.164,0.049950049950049945,0.38861138861138855,0.33066933066933063,0.23076923076923075,11.857989856,9.2863775984
625,a78b1ef,9d0874a,19614.0,2198.0,23.348,4.0,27.057,0.9339445843828715,0.02612594458438287,0.026992443324937027,0.004,0.001602015113350126,0.0,0.007335012594458438,0.0,11.369,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.388,0.077,0.276,0.105,0.295,0.202,0.122,0.099,0.11,0.319,12.757442288883016,,33.08,433,9929.0,2799.0,0.517,0.228,0.189,0.2296890672016048,0.3821464393179539,0.2748244734202608,0.11334002006018054,9.6628289474,15.111019737000001
626,e968c93,4c72956,491593.0,76821.0,40.61,,33.359,0.648391914766504,0.013711042517176144,0.25753260977795484,0.005327093497958778,0.037717813402369814,0.0027979687344419,0.031136114706760927,0.0033854425968336157,7.373,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.517,0.056,0.216,0.083,0.224,0.141,0.066,0.06,0.216,0.136,7.274446430696385,1.33,10.21,220,1209.0,1060.0,0.514,0.215,0.153,0.12951807228915663,0.19779116465863456,0.34437751004016065,0.3283132530120482,10.054083969,8.067818781
627,2350ed3,7572db1,344890.0,45719.0,30.138,,33.268,0.7230565590819972,0.08976004936354859,0.15488808606773552,0.0008957095512495146,0.01779476308482369,0.0004976164173608415,0.011504891569382655,0.0016023248639019097,10.161,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.461,0.056,0.284,0.136,0.252,0.172,0.111,0.081,0.168,0.245,10.732146976778669,5.19,16.35,214,2359.0,1730.0,0.516,0.199,0.246,0.1208791208791209,0.3076923076923077,0.29570429570429574,0.27572427572427577,9.8363159783,10.236916014
628,c280f07,1dcfd4e,53003.0,7667.0,32.909,20.0,30.178,0.7942501178665652,0.0034808253668910318,0.12603195939371448,0.0497045812476803,0.007182337068282359,0.001203743642728887,0.01784549950345575,0.00030093591068222175,5.347,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.558,0.042,0.229,0.128,0.166,0.172,0.055,0.08,0.213,0.154,10.75252003187098,2.77,19.71,178,1200.0,1009.0,0.492,0.198,0.129,0.05273631840796019,0.19303482587064674,0.31940298507462683,0.43482587064676614,10.259184302000001,5.6332248347
629,0f9f633,08f8fb4,681375.0,110332.0,40.431,5690.0,30.639,0.6291699376931561,0.23411274855660777,0.0866035317148791,0.004054416631058023,0.017290894455982746,0.0022657034114736013,0.0233923939938985,0.0031103735429440227,13.56,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.524,0.071,0.223,0.073,0.323,0.218,0.1,0.09,0.153,0.254,8.825086109904412,16.71,11.92,270,1369.0,1330.0,0.515,0.242,0.13,0.1086739780658026,0.29212362911266204,0.313060817547358,0.2861415752741775,14.174612796,8.9512283539
630,0322f7b,4522abc,22517.0,3162.0,33.003,149.0,30.394,0.6007607240966402,0.33745559927147584,0.04493907163485243,0.0018313728252447698,0.0002012497610159088,0.0,0.014610732649754977,0.0002012497610159088,21.863,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.376,0.106,0.309,0.106,0.299,,0.112,0.099,,0.278,12.675318935158232,8.68,31.25,367,12059.0,2249.0,0.506,0.25,0.148,0.237,0.401,0.255,0.107,14.867272207000001,12.492027535
631,b2ab4d9,1b0d913,1931166.0,272734.0,39.212,12310.0,29.403,0.4989169386797632,0.14929276594895136,0.27711396600085847,0.002824943351400992,0.04926182133980175,0.0015971411173998542,0.019794567723774446,0.0011978558380498906,11.479,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.51,0.05,0.284,0.13,0.28,0.158,0.093,0.08,0.156,0.236,9.840282856640865,5.27,11.07,256,1950.0,1729.0,0.51,0.272,0.096,0.1481481481481481,0.2372372372372372,0.3143143143143143,0.30030030030030025,14.605084297000001,6.144651314400001
632,62d9c59,4522abc,6424.0,751.0,34.428,0.0,27.656,0.3265407752679175,0.6127245926457112,0.04561571252141348,0.0021811880004780682,0.005846380622285963,0.0,0.007091350942193536,0.0,31.644,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.333,0.071,0.293,0.115,0.319,,0.13,0.13,,0.297,12.242731250838377,,,379,4090.0,2240.0,0.408,0.197,0.119,0.27345309381237526,0.38622754491017963,0.24251497005988024,0.09780439121756487,6.8027210884,11.59554731
633,8771a15,7572db1,658233.0,88363.0,30.782,2038.0,32.032,0.6967603716162101,0.08172152811148486,0.19152450744834212,0.0020022425116130067,0.015567435527791124,0.00010011212558065032,0.010932244113407015,0.0013915585455710397,11.075,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.461,0.06,0.306,0.141,0.258,0.196,0.106,0.079,0.173,0.244,10.552346787196118,5.84,17.12,193,2339.0,1659.0,0.509,0.189,0.25,0.13086913086913088,0.31668331668331673,0.2937062937062937,0.25874125874125875,9.5057815628,9.4863515062
634,81526c7,9d1e27d,345714.0,53789.0,35.836,33.0,29.925,0.7155651298008358,0.19708982836170702,0.04925749733217645,0.0014062172755288274,0.019447685725398678,0.00039892688667484473,0.01613659256599747,0.0006981220516809783,11.266,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.471,0.061,0.197,0.06,0.304,0.194,0.119,0.109,0.107,0.292,13.323431607291578,6.28,12.96,284,1500.0,989.0,0.514,0.214,0.153,0.12550200803212852,0.27510040160642574,0.31224899598393574,0.28714859437751,11.715789865,9.596824697799999
635,de9198d,b795815,23953.0,2941.0,32.046,14.0,24.623,0.6201967923449583,0.04344075667759958,0.32498821452572246,0.004894733146771783,0.0007021133612172641,0.00020060381749064686,0.005175578491258689,0.0004012076349812937,11.861,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.557,0.035,0.255,0.094,0.322,0.182,0.094,0.06,0.152,0.277,12.359336788230962,,21.44,241,1750.0,1620.0,0.492,0.28,0.144,0.2392392392392392,0.33733733733733734,0.27427427427427425,0.14914914914914912,16.308530775999998,8.403885757100001
636,e01a14f,a952566,13201.0,2264.0,41.155,,27.413,0.7257709804079091,0.02128920175535494,0.09826171659252267,0.0,0.11382693485705105,0.0,0.039636075154899024,0.0012150912322631826,0.761,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.579,0.036,0.091,0.037,0.268,,0.094,0.079,,0.222,12.450627955700549,,16.82,165,340.0,330.0,0.504,0.252,0.105,0.023092369477911646,0.07429718875502007,0.11445783132530121,0.7881526104417671,13.308055462999999,5.6503475707
637,ad467e5,c479f0c,173364.0,23472.0,34.223,395.0,28.719,0.8042168373719711,0.07696227829128155,0.0468648513614789,0.0011891081688733451,0.04720459655258557,0.00019985011241568825,0.019655258556082942,0.003707219585311017,6.904,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.525,0.054,0.123,0.031,0.315,0.112,0.086,0.08,0.16,0.256,12.750017662960367,1.08,7.59,234,1750.0,1569.0,0.513,0.22,0.108,0.05,0.258,0.254,0.438,11.800814640999999,6.4023865526999995
638,7e1de7d,c479f0c,111701.0,13373.0,30.832,496.0,28.955,0.7259262212564913,0.14981012090464182,0.09570703798578649,0.0016844917121014284,0.010774766513500853,9.967406580481825e-05,0.015499317232649237,0.0004983703290240912,12.443,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.497,0.079,0.172,0.04,0.329,0.266,0.097,0.08,0.141,0.277,13.350346150788864,2.61,14.45,293,2559.0,2029.0,0.511,0.249,0.141,0.12187812187812186,0.34065934065934067,0.3506493506493506,0.1868131868131868,12.159793999000001,9.692071099
639,b6a2ac7,20d32fc,363954.0,55474.0,37.84,3243.0,30.871,0.5795886519146893,0.2569525029010444,0.12302428874394783,0.002210795886519147,0.020437357448681526,0.0007002520907526711,0.01397503101116402,0.0031111200032011527,13.99,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.486,0.06,0.23,0.084,0.261,0.197,0.1,0.099,0.118,0.217,12.843102058239282,6.44,10.02,221,1720.0,989.0,0.521,0.238,0.137,0.12625250501002003,0.25851703406813625,0.28757515030060116,0.3276553106212425,12.433412109,8.5386746875
640,6640a75,9d1e27d,7864.0,697.0,21.8,-1.0,31.644,0.9307980112748212,0.028076120170635037,0.021238616767010558,0.004296130457144586,0.0014219586724351797,0.0,0.014169162657953387,0.0,19.328,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.39,0.079,0.242,0.073,0.294,0.282,0.124,0.06,,0.307,14.531668731681783,,49.94,353,7980.0,2629.0,0.5,0.222,0.193,0.24524524524524527,0.4114114114114114,0.23223223223223227,0.11111111111111112,12.974623164,13.737836290999999
641,df439c3,78e8330,1559.0,115.0,19.647,,22.846,0.9484331774055631,0.0,0.0019314923796589709,0.03518937679191188,0.00787686736079674,0.0,0.006569086062069312,0.0,6.492,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.62,0.033,0.154,0.083,0.317,0.14,0.098,,0.214,0.352,9.499493408427442,,,169,,,0.486,0.173,0.256,0.09990009990009989,0.4205794205794205,0.26073926073926074,0.21878121878121876,6.6103562248,6.6103562248
642,54caea9,9dda412,5542.0,579.0,26.642,2.0,27.673,0.4789531751632557,0.005486586687075709,0.02920215885258774,0.39139639594867254,0.004373366199842956,0.0035980876462344317,0.08216958721386754,0.0048206422884632585,19.355,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.428,0.057,0.172,0.106,0.306,0.353,0.111,0.06,0.419,0.303,11.90262543740938,,44.6,229,,1360.0,0.493,0.302,0.167,0.14257228315054832,0.37088733798604184,0.35892323030907275,0.12761714855433698,17.654017654,12.194012194
643,6313c6b,1dcfd4e,654494.0,147601.0,50.872,3729.0,29.701,0.5337188247181345,0.09404855990956291,0.3066157124421013,0.005642313348472873,0.03430406466651327,0.0009904060664872598,0.022369171360257706,0.0023109474884702727,12.827,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.555,0.048,0.227,0.104,0.182,0.194,0.059,0.09,0.219,0.144,13.419631608760294,8.2,9.56,210,1560.0,839.0,0.499,0.218,0.106,0.13886113886113888,0.17482517482517484,0.23676323676323677,0.4495504495504496,14.235130831,6.3732099205
644,72f21dd,1b0d913,3323.0,346.0,23.018,6.0,28.75,0.8825877467088684,0.0012196842932887123,0.1083906215349878,0.0,0.0,0.0,0.007801947462855069,0.0,14.911,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.717,0.027,0.303,0.195,0.315,,0.105,0.111,,0.283,9.625884579511682,,,311,,,0.518,0.232,0.183,0.13972055888223553,0.3413173652694611,0.2934131736526946,0.22554890219560877,6.9287543304999994,14.158758849000002
645,f008533,08f8fb4,18047.0,1350.0,19.182,19.0,29.449,0.9565051353687215,0.00720559564247382,0.009768255180592125,0.000803971619801821,0.0004019858099009105,0.016622113239402648,0.008592446686631961,0.00010049645247522762,11.663,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.507,0.066,0.186,0.081,0.288,0.271,0.106,0.071,0.172,0.303,12.016818662850685,,19.39,280,3599.0,2259.0,0.492,0.227,0.167,0.1318681318681319,0.4205794205794206,0.3156843156843157,0.1318681318681319,10.58466338,9.7490320604
646,3d10a37,08f8fb4,13294.0,1383.0,22.602,0.0,31.648,0.9584498641726561,0.005844084243025692,0.013241913010354956,0.003378141320582604,0.0007919084994837558,0.00010024158221313365,0.018193847171683757,0.0,14.612,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.426,0.074,0.247,0.105,0.276,0.37,0.119,0.08,,0.302,11.823003840895945,,38.32,316,13529.0,2689.0,0.493,0.212,0.219,0.24949899799599198,0.36472945891783565,0.2785571142284569,0.10721442885771543,9.6214805146,15.140779415
647,534c8b7,528ea9f,119633.0,19506.0,42.76,751.0,29.341,0.806538886181207,0.09325919810616985,0.04900683330515133,0.0028944567671603484,0.030108318330564866,0.0014820414374807284,0.015815073057680255,0.0008951928145856748,13.172,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.495,0.056,0.235,0.086,0.278,0.256,0.094,0.091,0.132,0.29,14.051465956353093,3.07,14.46,272,1759.0,1509.0,0.509,0.223,0.115,0.1282565130260521,0.3076152304609218,0.28456913827655306,0.27955911823647295,12.629435014,7.687845107899999
648,583ef47,1dcfd4e,17471.0,3528.0,34.906,6.0,26.768,0.8623034338896021,0.012656450577663672,0.09716984916559691,0.002106065468549422,0.014391447368421052,0.00010028883183568677,0.0063984274711168165,0.004874037227214377,5.414,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.623,0.049,0.191,0.129,0.143,,0.048,0.091,0.261,0.117,11.828583442255937,,10.66,76,1919.0,1420.0,0.475,0.167,0.137,0.048756218905472645,0.11442786069651743,0.2447761194029851,0.592039800995025,7.495136743300001,3.0895983522000003
649,75ec207,4c72956,2300806.0,240725.0,35.395,2379.0,35.025,0.37943696450428394,0.05859231174931087,0.4686489337353593,0.004398403837159546,0.060701953408762964,0.002597247514702809,0.024131514264959047,0.0014926709854613843,13.026,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.436,0.082,0.28,0.106,0.27,0.145,0.095,0.07,0.176,0.201,9.697215493428475,4.13,13.75,237,2159.0,2499.0,0.502,0.272,0.125,0.20080726538849647,0.25731584258324924,0.3329969727547932,0.20887991927346114,13.154144633,6.4938456714
650,978d233,fb8cab1,11034.0,1245.0,25.605,,25.3,0.8574451097804392,0.0023752495009980042,0.10619760479041918,0.014471057884231538,0.005199600798403195,0.0,0.00972055888223553,0.004590818363273454,6.072,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.513,0.046,0.161,0.068,0.331,0.155,0.093,0.06,0.232,0.303,10.567178986803823,,17.8,283,1619.0,1570.0,0.489,0.215,0.208,0.1365902293120638,0.35892323030907275,0.3320039880358923,0.17248255234297105,11.958146487,14.313538977
651,7398975,dfc21f3,500365.0,46436.0,23.852,1579.0,32.675,0.8286033227402549,0.08631682690373707,0.035791866124944685,0.0009051047910213604,0.012741864113600706,0.00010056719900237338,0.020053099481073252,0.0154873486463655,5.869,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.524,0.061,0.053,0.018,0.247,0.179,0.094,0.079,0.211,0.229,10.164360418793525,1.7999999999999998,8.79,230,1529.0,1619.0,0.509,0.234,0.15,0.07684630738522956,0.2904191616766468,0.28742514970059885,0.345309381237525,10.154243935,8.657537284
652,31157c3,08f8fb4,8216.0,776.0,22.291,-1.0,25.253,0.9646936551501452,0.009041007426541814,0.013460607039070066,0.0034206490151759764,0.000605424604455925,0.0,0.008778656764610912,0.0,11.592,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.492,0.058,0.255,0.135,0.314,0.189,0.109,0.071,0.178,0.286,8.828615047067744,,33.34,322,4189.0,8309.0,0.497,0.256,0.18,0.17182817182817184,0.4075924075924076,0.26473526473526476,0.15584415584415587,14.977654306,10.387727986
653,53c60b5,4522abc,18839.0,1853.0,25.124,15.0,29.069,0.8381477486116105,0.0778496943545487,0.05133045667026249,0.002097566822485916,0.004894322585800471,0.0,0.025280674417675494,0.000399536537616365,19.013,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.424,0.075,0.283,0.102,0.304,0.166,0.133,0.09,,0.309,12.581964736364847,,36.03,327,6329.0,2679.0,0.503,0.26,0.15,0.20259481037924154,0.3902195608782435,0.26447105788423153,0.14271457085828343,11.318768097000001,11.108186365
654,68cdb31,0f8930b,281374.0,46685.0,42.113,3635.0,33.821,0.7140191764694145,0.10671775070589762,0.07494986380915322,0.0033723447773554038,0.056022828180031334,0.0002993205423688228,0.04363095772596207,0.0009877577898171153,13.673,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.512,0.062,0.155,0.052,0.304,0.193,0.089,0.081,0.179,0.203,12.40943205725163,3.75,8.36,274,1510.0,950.0,0.514,0.204,0.113,0.08191808191808193,0.21778221778221782,0.3266733266733267,0.3736263736263737,11.693388277,7.3767526404999995
655,8c1c377,e2f94fa,94175.0,16514.0,46.697,121.0,35.244,0.8552147239263802,0.022940762345368598,0.03104696771598109,0.0018304334707834654,0.06565422910590363,0.00020114653525093028,0.02301116363270642,0.00010057326762546514,6.23,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.6,0.029,0.113,0.045,0.25,0.107,0.057,0.06,0.182,0.2,10.743823265608112,,8.28,200,2439.0,1349.0,0.483,0.172,0.104,0.041123370110330994,0.18956870611835508,0.28886659979939816,0.48044132397191575,10.066954244,5.6739090163
656,678ba39,78e8330,5154.0,528.0,23.268,,19.873,0.9533830660950412,0.006114519222080544,0.021345595839315657,0.001204831373808974,0.006536210202913685,0.0,0.01141577726684003,0.0,6.39,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.575,0.03,0.147,0.075,0.297,0.108,0.091,,0.133,0.301,11.589865333921173,,34.65,280,1800.0,2579.0,0.488,0.228,0.208,0.08782435129740518,0.37325349301397204,0.3203592814371258,0.218562874251497,10.260457773999999,14.798737174000001
657,7d45733,4cd9667,55355.0,6260.0,27.079,145.0,22.419,0.5018143180770233,0.013201419378119925,0.45869168621318734,0.012389486979010043,0.005192357811591588,0.000501192838956717,0.0076081072953629635,0.0006014314067480604,8.459,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.512,0.045,0.23,0.069,0.29,0.208,0.108,0.079,0.149,0.279,9.734017559072534,6.67,24.37,288,3070.0,1860.0,0.501,0.257,0.142,0.16750250752256773,0.34202607823470416,0.31193580742226684,0.1785356068204614,15.420269185999999,10.500044567
658,1e22249,c479f0c,14507.0,1211.0,21.214,12.0,25.172,0.9621781249688227,0.007422705097123702,0.01581315534803907,0.0005986052497680406,0.003302305627887024,0.0,0.010585336166731516,9.976754162800676e-05,9.395,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.627,0.047,0.14,0.035,0.319,0.204,0.1,0.071,0.263,0.285,12.68731279920904,,22.01,328,3710.0,3629.0,0.495,0.214,0.179,0.08764940239043824,0.35159362549800793,0.3535856573705179,0.20717131474103584,10.268507597000001,10.684798446
659,0d710f1,7572db1,76568.0,15368.0,38.991,79.0,35.918,0.6894168337272972,0.06051085644754296,0.22182659605238222,0.0043984321235151546,0.010043585370475647,0.0,0.013305007829408655,0.0004986884493781355,8.179,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.582,0.041,0.301,0.155,0.189,0.223,0.071,0.08,0.28,0.181,10.592903424477742,3.63,20.63,210,2020.0,1469.0,0.47,0.149,0.189,0.09045226130653265,0.2814070351758794,0.3165829145728643,0.3115577889447236,10.083989707,8.7255247724
660,7be32d9,4522abc,11899.0,1889.0,73.008,,31.816,0.6009505492845707,0.1487649907865191,0.14927852906525965,0.012939150748658255,0.029684526386805087,0.0029201196242108125,0.05206875371308315,0.003393380390893255,8.161,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.186,0.098,0.208,0.066,0.306,,0.074,0.079,,0.259,12.724420047085209,,,309,369.0,1060.0,0.366,0.262,0.036,0.08308308308308308,0.27227227227227224,0.38838838838838835,0.25625625625625625,17.956707117,2.7877992785
661,b62af83,7572db1,72636.0,7870.0,26.171,108.0,35.213,0.7173507369597543,0.16259018651019372,0.09499146783223066,0.002085641010288497,0.005837799000089813,0.0011076849384785798,0.015128381682284028,0.0009081020666806375,21.607,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.386,0.087,0.277,0.119,0.339,0.273,0.146,0.101,0.145,0.339,11.643246818476799,6.69,29.6,271,3390.0,2550.0,0.5,0.22,0.202,0.21608040201005024,0.3869346733668342,0.27738693467336684,0.11959798994974874,11.433481390999999,13.151968291
662,6db00e5,485e9af,59274.0,6075.0,24.908,,25.414,0.7880446117329254,0.14108510194555618,0.0295855637544567,0.00569067741903447,0.020647326970632925,0.0,0.014847404435351718,9.93137420424864e-05,13.438,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.447,0.057,0.268,0.073,0.33,0.237,0.124,0.1,0.208,0.31,10.8288237563181,3.0300000000000002,20.64,353,3950.0,3229.0,0.51,0.263,0.134,0.23795180722891565,0.40963855421686746,0.22791164658634538,0.12449799196787148,12.944057769,8.7864735438
663,28e0627,78e8330,2833.0,425.0,46.789,,29.458,0.235613031584183,0.002765481223576225,0.03671723451877642,0.7073961701069386,0.007291718477990549,0.0,0.010216364088535188,0.0,36.903,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.358,0.059,0.293,0.09,0.45,0.33,0.144,,0.225,0.337,10.039181031502872,,,210,,,0.513,0.354,0.07,0.135,0.404,0.323,0.138,14.196983140999999,3.5492457852999997
664,9e8cfd7,9dda412,4079.0,352.0,17.469,1.0,24.823,0.9308626030451935,0.00600361225745911,0.030472115995842878,0.015185607474749513,0.002229913124199098,0.0,0.01453984077814887,0.0007063073244069542,7.525,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.561,0.058,0.142,0.098,0.306,,0.081,,,0.222,11.805163569716266,,,243,4119.0,,0.496,0.239,0.18,0.0811623246492986,0.407815631262525,0.3577154308617234,0.1533066132264529,11.646636105,8.9208276546
665,9f14c1f,b795815,1995.0,205.0,28.614,0.0,16.966,0.9683821902098465,0.0,0.025018610546647082,0.006599199243506428,0.0,0.0,0.0,0.0,3.186,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.578,0.03,0.146,0.076,0.297,,0.099,,0.183,0.264,12.615927915454217,,,214,,2010.0,0.493,0.22,0.201,0.0531062124248497,0.3486973947895791,0.40380761523046094,0.19438877755511022,11.244569384000002,11.755686174000001
666,97fba1f,4522abc,95646.0,14118.0,39.179,646.0,30.53,0.7247691786148723,0.14510339601571384,0.09997607035316171,0.0009073324426187012,0.012533152531557222,0.0001994137236524618,0.01229385606317427,0.0042176002552495664,16.43,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.449,0.08,0.278,0.104,0.276,0.207,0.106,0.091,0.11,0.312,13.054475018694909,3.34,16.63,327,2700.0,839.0,0.515,0.241,0.148,0.2115768463073852,0.31037924151696605,0.2944111776447106,0.18363273453093812,11.850031499000002,10.65253271
667,7f24f27,0f8930b,23677.0,2259.0,21.443,40.0,28.372,0.9359569146361142,0.002733177343876069,0.015985557527836047,0.019888655801194123,0.002017105050831047,0.0,0.02321687913506535,0.0002017105050831047,11.579,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.493,0.069,0.185,0.056,0.314,0.287,0.116,0.06,0.206,0.3,10.617769427948009,,14.79,259,1609.0,2989.0,0.494,0.201,0.202,0.09709709709709709,0.4204204204204204,0.3313313313313313,0.15115115115115113,8.9615961786,11.836070425
668,c1fb191,9d0874a,19301.0,1962.0,27.665,,27.812,0.5520552443307895,0.4167902168180778,0.018139483974964926,0.0001990069552930875,0.0016716584244619351,0.0,0.011144389496412901,0.0,20.984,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.368,0.088,0.274,0.074,0.377,0.199,0.148,0.13,0.081,0.335,12.279100821066828,16.14,38.14,359,2779.0,1760.0,0.528,0.26,0.176,0.234,0.312,0.305,0.149,12.60777827,15.264789393
